,Kernel Version,Subsystem,File,Callee,Caller,Caller Type
165,v5.3,arch/xtensa/mm,fault.c,do_exit,bad_page_fault,function
166,v5.3,drivers/firmware,stratix10-svc.c,do_exit,svc_normal_to_secure_shm_thread,function
167,v5.3,drivers/soc/ti,wkup_m3_ipc.c,do_exit,wkup_m3_rproc_boot_thread,function
168,v5.3,fs,buffer.c,do_exit,bdflush,syscall
169,v5.3,include/linux,module.h,do_exit,module_put_and_exit,macro
170,v5.3,kernel,exit.c,do_exit,complete_and_exit,function
171,v5.3,kernel,exit.c,do_exit,exit,syscall
172,v5.3,kernel,exit.c,do_exit,do_group_exit,function
173,v5.3,kernel,kthread.c,do_exit,kthread,function
174,v5.3,kernel,kthread.c,do_exit,kthread,function
175,v5.3,kernel,kthread.c,do_exit,kthread,function
176,v5.3,kernel,module.c,do_exit,__module_put_and_exit,function
177,v5.3,kernel,pid_namespace.c,do_exit,reboot_pid_ns,function
178,v5.3,kernel,reboot.c,do_exit,reboot,syscall
179,v5.3,kernel,reboot.c,do_exit,reboot,syscall
180,v5.3,kernel,seccomp.c,do_exit,__secure_computing_strict,function
181,v5.3,kernel,seccomp.c,do_exit,__seccomp_filter,function
182,v5.3,kernel,umh.c,do_exit,call_usermodehelper_exec_async,function
183,v5.3,net/batman-adv,tp_meter.c,do_exit,batadv_tp_send,function
184,v5.3,kernel,fork.c,copy_process,fork_idle,function
185,v5.3,kernel,fork.c,copy_process,_do_fork,function
186,v5.4,kernel,fork.c,switch_task_namespaces,ksys_unshare,function
187,v5.4,kernel,nsproxy.c,switch_task_namespaces,exit_task_namespaces,function
188,v5.4,kernel,nsproxy.c,switch_task_namespaces,setns,syscall
189,v5.4,drivers/base,devtmpfs.c,ksys_unshare,devtmpfsd,function
190,v5.4,init,do_mounts_initrd.c,ksys_unshare,init_linuxrc,function
191,v5.4,kernel,fork.c,ksys_unshare,unshare,syscall
192,v5.4,kernel,exit.c,exit_task_namespaces,do_exit,function
193,v5.4,kernel,fork.c,exit_task_namespaces,copy_process,function
194,v5.4,drivers/base,devtmpfs.c,devtmpfsd,devtmpfs_init,function
195,v5.4,init,do_mounts_initrd.c,init_linuxrc,handle_initrd,function
196,v5.4,arch/alpha/kernel,traps.c,do_exit,die_if_kernel,function
197,v5.4,arch/alpha/kernel,traps.c,do_exit,do_entUna,function
198,v5.4,arch/alpha/kernel,traps.c,do_exit,do_entUna,function
199,v5.4,arch/alpha/mm,fault.c,do_exit,do_page_fault,function
200,v5.4,arch/arm/kernel,traps.c,do_exit,oops_end,function
201,v5.4,arch/arm/mm,fault.c,do_exit,__do_kernel_fault,function
202,v5.4,arch/arm64/kernel,traps.c,do_exit,die,function
203,v5.4,arch/arm64/mm,fault.c,do_exit,die_kernel_fault,function
204,v5.4,arch/csky/abiv1,alignment.c,do_exit,csky_alignment,function
205,v5.4,arch/csky/kernel,traps.c,do_exit,die_if_kernel,function
206,v5.4,arch/h8300/kernel,traps.c,do_exit,die,function
207,v5.4,arch/h8300/mm,fault.c,do_exit,do_page_fault,function
208,v5.4,arch/hexagon/kernel,traps.c,do_exit,die,function
209,v5.4,arch/ia64/kernel,mca_drv.c,do_exit,mca_handler_bh,function
210,v5.4,arch/ia64/kernel,traps.c,do_exit,die,function
211,v5.4,arch/ia64/mm,fault.c,do_exit,ia64_do_page_fault,function
212,v5.4,arch/m68k/kernel,traps.c,do_exit,die_if_kernel,function
213,v5.4,arch/m68k/kernel,traps.c,do_exit,fpsp040_die,function
214,v5.4,arch/m68k/mm,fault.c,do_exit,send_fault_sig,function
215,v5.4,arch/microblaze/kernel,exceptions.c,do_exit,die,function
216,v5.4,arch/mips/kernel,syscall.c,do_exit,bad_stack,function
217,v5.4,arch/mips/kernel,traps.c,do_exit,die,function
218,v5.4,arch/nds32/kernel,fpu.c,do_exit,handle_fpu_exception,function
219,v5.4,arch/nds32/kernel,traps.c,do_exit,die,function
220,v5.4,arch/nds32/kernel,traps.c,do_exit,unhandled_interruption,function
221,v5.4,arch/nds32/kernel,traps.c,do_exit,unhandled_exceptions,function
222,v5.4,arch/nds32/kernel,traps.c,do_exit,do_revinsn,function
223,v5.4,arch/nds32/mm,fault.c,do_exit,do_page_fault,function
224,v5.4,arch/nios2/kernel,traps.c,do_exit,die,function
225,v5.4,arch/openrisc/kernel,traps.c,do_exit,die,function
226,v5.4,arch/openrisc/mm,fault.c,do_exit,do_page_fault,function
227,v5.4,arch/parisc/kernel,traps.c,do_exit,die_if_kernel,function
228,v5.4,arch/powerpc/kernel,signal_32.c,do_exit,swapcontext,syscall
229,v5.4,arch/powerpc/kernel,signal_64.c,do_exit,swapcontext,syscall
230,v5.4,arch/powerpc/kernel,signal_64.c,do_exit,swapcontext,syscall
231,v5.4,arch/powerpc/kernel,traps.c,do_exit,oops_end,function
232,v5.4,arch/riscv/kernel,traps.c,do_exit,die,function
233,v5.4,arch/riscv/mm,fault.c,do_exit,do_page_fault,function
234,v5.4,arch/s390/kernel,dumpstack.c,do_exit,die,function
235,v5.4,arch/s390/kernel,nmi.c,do_exit,s390_handle_mcck,function
236,v5.4,arch/s390/kernel,process.c,do_exit,copy_thread_tls,function
237,v5.4,arch/s390/kernel,traps.c,do_exit,default_trap_handler,function
238,v5.4,arch/s390/mm,fault.c,do_exit,do_no_context,function
239,v5.4,arch/s390/mm,fault.c,do_exit,do_low_address,function
240,v5.4,arch/sh/kernel,traps.c,do_exit,die,function
241,v5.4,arch/sh/mm,fault.c,do_exit,no_context,function
242,v5.4,arch/sparc/kernel,signal_32.c,do_exit,setup_frame,function
243,v5.4,arch/sparc/kernel,signal_32.c,do_exit,setup_rt_frame,function
244,v5.4,arch/sparc/kernel,traps_32.c,do_exit,die_if_kernel,function
245,v5.4,arch/sparc/kernel,traps_32.c,do_exit,die_if_kernel,function
246,v5.4,arch/sparc/kernel,traps_64.c,do_exit,die_if_kernel,function
247,v5.4,arch/sparc/kernel,traps_64.c,do_exit,die_if_kernel,function
248,v5.4,arch/sparc/kernel,windows.c,do_exit,try_to_clear_window_buffer,function
249,v5.4,arch/sparc/mm,fault_32.c,do_exit,do_sparc_fault,function
250,v5.4,arch/sparc/mm,tsb.c,do_exit,setup_tsb_params,function
251,v5.4,arch/unicore32/kernel,traps.c,do_exit,die,function
252,v5.4,arch/unicore32/mm,fault.c,do_exit,__do_kernel_fault,function
253,v5.4,arch/x86/entry/vsyscall,vsyscall_64.c,do_exit,emulate_vsyscall,function
254,v5.4,arch/x86/kernel,vm86_32.c,do_exit,save_v86_state,function
255,v5.4,arch/x86/kernel,vm86_32.c,do_exit,save_v86_state,function
256,v5.4,arch/x86/kernel,vm86_32.c,do_exit,save_v86_state,function
257,v5.4,arch/xtensa/kernel,traps.c,do_exit,die,function
258,v5.4,arch/xtensa/mm,fault.c,do_exit,bad_page_fault,function
259,v5.4,drivers/firmware,stratix10-svc.c,do_exit,svc_normal_to_secure_shm_thread,function
260,v5.4,drivers/soc/ti,wkup_m3_ipc.c,do_exit,wkup_m3_rproc_boot_thread,function
261,v5.4,fs,buffer.c,do_exit,bdflush,syscall
262,v5.4,include/linux,module.h,do_exit,module_put_and_exit,macro
263,v5.4,kernel,exit.c,do_exit,complete_and_exit,function
264,v5.4,kernel,exit.c,do_exit,exit,syscall
265,v5.4,kernel,exit.c,do_exit,do_group_exit,function
266,v5.4,kernel,kthread.c,do_exit,kthread,function
267,v5.4,kernel,kthread.c,do_exit,kthread,function
268,v5.4,kernel,kthread.c,do_exit,kthread,function
269,v5.4,kernel,module.c,do_exit,__module_put_and_exit,function
270,v5.4,kernel,pid_namespace.c,do_exit,reboot_pid_ns,function
271,v5.4,kernel,reboot.c,do_exit,reboot,syscall
272,v5.4,kernel,reboot.c,do_exit,reboot,syscall
273,v5.4,kernel,seccomp.c,do_exit,__secure_computing_strict,function
274,v5.4,kernel,seccomp.c,do_exit,__seccomp_filter,function
275,v5.4,kernel,umh.c,do_exit,call_usermodehelper_exec_async,function
276,v5.4,net/batman-adv,tp_meter.c,do_exit,batadv_tp_send,function
277,v5.4,kernel,fork.c,copy_process,fork_idle,function
278,v5.4,kernel,fork.c,copy_process,_do_fork,function
279,v5.5,kernel,fork.c,switch_task_namespaces,ksys_unshare,function
280,v5.5,kernel,nsproxy.c,switch_task_namespaces,exit_task_namespaces,function
281,v5.5,kernel,nsproxy.c,switch_task_namespaces,setns,syscall
282,v5.5,drivers/base,devtmpfs.c,ksys_unshare,devtmpfsd,function
283,v5.5,init,do_mounts_initrd.c,ksys_unshare,init_linuxrc,function
284,v5.5,kernel,fork.c,ksys_unshare,unshare,syscall
285,v5.5,kernel,exit.c,exit_task_namespaces,do_exit,function
286,v5.5,kernel,fork.c,exit_task_namespaces,copy_process,function
287,v5.5,drivers/base,devtmpfs.c,devtmpfsd,devtmpfs_init,function
288,v5.5,init,do_mounts_initrd.c,init_linuxrc,handle_initrd,function
289,v5.5,arch/alpha/kernel,traps.c,do_exit,die_if_kernel,function
290,v5.5,arch/alpha/kernel,traps.c,do_exit,do_entUna,function
291,v5.5,arch/alpha/kernel,traps.c,do_exit,do_entUna,function
292,v5.5,arch/alpha/mm,fault.c,do_exit,do_page_fault,function
293,v5.5,arch/arm/kernel,traps.c,do_exit,oops_end,function
294,v5.5,arch/arm/mm,fault.c,do_exit,__do_kernel_fault,function
295,v5.5,arch/arm64/kernel,traps.c,do_exit,die,function
296,v5.5,arch/arm64/mm,fault.c,do_exit,die_kernel_fault,function
297,v5.5,arch/csky/abiv1,alignment.c,do_exit,csky_alignment,function
298,v5.5,arch/csky/kernel,traps.c,do_exit,die_if_kernel,function
299,v5.5,arch/h8300/kernel,traps.c,do_exit,die,function
300,v5.5,arch/h8300/mm,fault.c,do_exit,do_page_fault,function
301,v5.5,arch/hexagon/kernel,traps.c,do_exit,die,function
302,v5.5,arch/ia64/kernel,mca_drv.c,do_exit,mca_handler_bh,function
303,v5.5,arch/ia64/kernel,traps.c,do_exit,die,function
304,v5.5,arch/ia64/mm,fault.c,do_exit,ia64_do_page_fault,function
305,v5.5,arch/m68k/kernel,traps.c,do_exit,die_if_kernel,function
306,v5.5,arch/m68k/kernel,traps.c,do_exit,fpsp040_die,function
307,v5.5,arch/m68k/mm,fault.c,do_exit,send_fault_sig,function
308,v5.5,arch/microblaze/kernel,exceptions.c,do_exit,die,function
309,v5.5,arch/mips/kernel,syscall.c,do_exit,bad_stack,function
310,v5.5,arch/mips/kernel,traps.c,do_exit,die,function
311,v5.5,arch/nds32/kernel,fpu.c,do_exit,handle_fpu_exception,function
312,v5.5,arch/nds32/kernel,traps.c,do_exit,die,function
313,v5.5,arch/nds32/kernel,traps.c,do_exit,unhandled_interruption,function
314,v5.5,arch/nds32/kernel,traps.c,do_exit,unhandled_exceptions,function
315,v5.5,arch/nds32/kernel,traps.c,do_exit,do_revinsn,function
316,v5.5,arch/nds32/mm,fault.c,do_exit,do_page_fault,function
317,v5.5,arch/nios2/kernel,traps.c,do_exit,die,function
318,v5.5,arch/openrisc/kernel,traps.c,do_exit,die,function
319,v5.5,arch/openrisc/mm,fault.c,do_exit,do_page_fault,function
320,v5.5,arch/parisc/kernel,traps.c,do_exit,die_if_kernel,function
321,v5.5,arch/powerpc/kernel,signal_32.c,do_exit,swapcontext,syscall
322,v5.5,arch/powerpc/kernel,signal_64.c,do_exit,swapcontext,syscall
323,v5.5,arch/powerpc/kernel,signal_64.c,do_exit,swapcontext,syscall
324,v5.5,arch/powerpc/kernel,traps.c,do_exit,oops_end,function
325,v5.5,arch/riscv/kernel,traps.c,do_exit,die,function
326,v5.5,arch/riscv/mm,fault.c,do_exit,do_page_fault,function
327,v5.5,arch/s390/kernel,dumpstack.c,do_exit,die,function
328,v5.5,arch/s390/kernel,nmi.c,do_exit,s390_handle_mcck,function
329,v5.5,arch/s390/kernel,process.c,do_exit,copy_thread_tls,function
330,v5.5,arch/s390/kernel,traps.c,do_exit,default_trap_handler,function
331,v5.5,arch/s390/mm,fault.c,do_exit,do_no_context,function
332,v5.5,arch/s390/mm,fault.c,do_exit,do_low_address,function
333,v5.5,arch/sh/kernel,traps.c,do_exit,die,function
334,v5.5,arch/sh/mm,fault.c,do_exit,no_context,function
335,v5.5,arch/sparc/kernel,signal_32.c,do_exit,setup_frame,function
336,v5.5,arch/sparc/kernel,signal_32.c,do_exit,setup_rt_frame,function
337,v5.5,arch/sparc/kernel,traps_32.c,do_exit,die_if_kernel,function
338,v5.5,arch/sparc/kernel,traps_32.c,do_exit,die_if_kernel,function
339,v5.5,arch/sparc/kernel,traps_64.c,do_exit,die_if_kernel,function
340,v5.5,arch/sparc/kernel,traps_64.c,do_exit,die_if_kernel,function
341,v5.5,arch/sparc/kernel,windows.c,do_exit,try_to_clear_window_buffer,function
342,v5.5,arch/sparc/mm,fault_32.c,do_exit,do_sparc_fault,function
343,v5.5,arch/sparc/mm,tsb.c,do_exit,setup_tsb_params,function
344,v5.5,arch/unicore32/kernel,traps.c,do_exit,die,function
345,v5.5,arch/unicore32/mm,fault.c,do_exit,__do_kernel_fault,function
346,v5.5,arch/x86/entry/vsyscall,vsyscall_64.c,do_exit,emulate_vsyscall,function
347,v5.5,arch/x86/kernel,vm86_32.c,do_exit,save_v86_state,function
348,v5.5,arch/x86/kernel,vm86_32.c,do_exit,save_v86_state,function
349,v5.5,arch/x86/kernel,vm86_32.c,do_exit,save_v86_state,function
350,v5.5,arch/xtensa/kernel,traps.c,do_exit,die,function
351,v5.5,arch/xtensa/mm,fault.c,do_exit,bad_page_fault,function
352,v5.5,drivers/firmware,stratix10-svc.c,do_exit,svc_normal_to_secure_shm_thread,function
353,v5.5,drivers/soc/ti,wkup_m3_ipc.c,do_exit,wkup_m3_rproc_boot_thread,function
354,v5.5,fs,buffer.c,do_exit,bdflush,syscall
355,v5.5,include/linux,module.h,do_exit,module_put_and_exit,macro
356,v5.5,kernel,exit.c,do_exit,complete_and_exit,function
357,v5.5,kernel,exit.c,do_exit,exit,syscall
358,v5.5,kernel,exit.c,do_exit,do_group_exit,function
359,v5.5,kernel,kthread.c,do_exit,kthread,function
360,v5.5,kernel,kthread.c,do_exit,kthread,function
361,v5.5,kernel,kthread.c,do_exit,kthread,function
362,v5.5,kernel,module.c,do_exit,__module_put_and_exit,function
363,v5.5,kernel,pid_namespace.c,do_exit,reboot_pid_ns,function
364,v5.5,kernel,reboot.c,do_exit,reboot,syscall
365,v5.5,kernel,reboot.c,do_exit,reboot,syscall
366,v5.5,kernel,seccomp.c,do_exit,__secure_computing_strict,function
367,v5.5,kernel,seccomp.c,do_exit,__seccomp_filter,function
368,v5.5,kernel,umh.c,do_exit,call_usermodehelper_exec_async,function
369,v5.5,net/batman-adv,tp_meter.c,do_exit,batadv_tp_send,function
370,v5.5,kernel,fork.c,copy_process,fork_idle,function
371,v5.5,kernel,fork.c,copy_process,_do_fork,function
372,v5.6,kernel,fork.c,switch_task_namespaces,ksys_unshare,function
373,v5.6,kernel,nsproxy.c,switch_task_namespaces,exit_task_namespaces,function
374,v5.6,kernel,nsproxy.c,switch_task_namespaces,setns,syscall
375,v5.6,drivers/base,devtmpfs.c,ksys_unshare,devtmpfs_setup,function
376,v5.6,init,do_mounts_initrd.c,ksys_unshare,init_linuxrc,function
377,v5.6,kernel,fork.c,ksys_unshare,unshare,syscall
378,v5.6,kernel,exit.c,exit_task_namespaces,do_exit,function
379,v5.6,kernel,fork.c,exit_task_namespaces,copy_process,function
380,v5.6,drivers/base,devtmpfs.c,devtmpfs_setup,devtmpfsd,function
381,v5.6,init,do_mounts_initrd.c,init_linuxrc,handle_initrd,function
382,v5.6,arch/alpha/kernel,traps.c,do_exit,die_if_kernel,function
